ID,Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
267,Downtown,Ahmedabad,400,5.0,9384,Veg Biryani,Non-Vegetarian,40-50 min,Absolutely loved it!
268,Suburb,Hyderabad,300,3.0,500,Cold Coffee,Gluten-Free,40-50 min,"Good, but nothing extraordinary."
269,Downtown,Chennai,300,4.7,6523,Avocado Toast,Gluten-Free,20-30 min,Superb packaging and presentation.
270,Tech Park,Kolkata,600,4.5,8300,Cold Coffee,Vegetarian,20-30 min,Neither great nor bad.
271,Tech Park,Ahmedabad,400,4.0,4640,Fruit Bowl,Vegan,40-50 min,Too spicy and oily.
272,Tech Park,Bangalore,200,4.7,4624,Poke Bowl,Gluten-Free,50-60 min,Terrible taste!
273,Old Town,Kolkata,500,4.0,2416,Smoothie Bowl,Vegan,40-50 min,Superb packaging and presentation.
274,Old Town,Mumbai,1000,4.5,4338,Dosa,Fast Food,20-30 min,My new favorite dish!
275,City Center,Bangalore,400,4.0,3245,Brownie,Non-Vegetarian,20-30 min,Amazing taste and quick delivery.
276,Business District,Pune,1000,3.0,6480,Steak,Non-Vegetarian,40-50 min,Amazing taste and quick delivery.
277,Downtown,Bangalore,100,3.0,6800,Pepperoni Pizza,Vegan,50-60 min,Tasty and worth the price.
278,Downtown,Kolkata,300,4.7,8645,Chicken Caesar Salad,Non-Vegetarian,20-30 min,Would order again if needed.
279,Suburb,Mumbai,500,4.2,6987,Lassi,Gluten-Free,40-50 min,Absolutely loved it!
280,Business District,Delhi,300,3.5,2902,Chow Mein,Fast Food,30-40 min,Wouldn't order again.
281,Tech Park,Hyderabad,600,5.0,9489,Veg Biryani,Healthy,30-40 min,Highly recommended!
282,Downtown,Pune,200,4.2,2577,Avocado Toast,Healthy,30-40 min,Tasty and worth the price.
283,Downtown,Chennai,300,5.0,5044,Poke Bowl,Fast Food,30-40 min,Too spicy and oily.
284,Residential Area,Chennai,800,3.5,8445,Lassi,Non-Vegetarian,40-50 min,Late delivery ruined it.
285,Residential Area,Delhi,800,3.5,8776,Fish and Chips,Non-Vegetarian,40-50 min,Superb packaging and presentation.
286,Old Town,Mumbai,500,3.5,5116,Avocado Toast,Vegetarian,30-40 min,Absolutely loved it!
287,Residential Area,Ahmedabad,600,3.0,8567,Salmon Teriyaki,Vegan,40-50 min,Best meal I've had in a while!
288,Business District,Mumbai,300,4.5,2566,Spring Rolls,Vegan,30-40 min,My new favorite dish!
289,Residential Area,Delhi,800,4.0,9724,Smoothie Bowl,Non-Vegetarian,20-30 min,Standard quality.
290,City Center,Pune,900,3.0,7581,Pancakes,Vegan,40-50 min,Delicious and fresh.
291,Residential Area,Bangalore,800,4.5,7639,Bubble Tea,Healthy,40-50 min,Too spicy and oily.
292,Downtown,Hyderabad,600,5.0,9391,Margherita Pizza,Vegetarian,50-60 min,My new favorite dish!
293,Downtown,Delhi,100,4.7,460,Margherita Pizza,Vegetarian,20-30 min,"Good, but nothing extraordinary."
294,Suburb,Pune,500,5.0,4521,Mango Shake,Healthy,30-40 min,Superb packaging and presentation.
295,Business District,Chennai,200,4.7,5805,Ramen,Fast Food,30-40 min,Cold and stale food.
296,Downtown,Pune,1000,4.7,2211,Lassi,Vegetarian,30-40 min,Absolutely loved it!
297,City Center,Kolkata,800,3.0,5784,Ice Cream Sundae,Fast Food,50-60 min,Amazing taste and quick delivery.
298,Tech Park,Bangalore,400,4.5,8739,Chicken Wings,Healthy,30-40 min,Tasty and worth the price.
299,Tech Park,Mumbai,800,4.2,1706,Spring Rolls,Healthy,20-30 min,Superb packaging and presentation.
300,City Center,Ahmedabad,100,4.7,8994,Fruit Bowl,Vegan,50-60 min,Nothing special but edible.
301,City Center,Bangalore,200,3.5,8751,Pani Puri,Fast Food,30-40 min,Average taste.
302,Residential Area,Pune,100,4.7,6978,Chicken Wings,Healthy,40-50 min,A decent meal.
303,Tech Park,Hyderabad,200,3.5,9264,Gulab Jamun,Vegan,50-60 min,My new favorite dish!
304,Suburb,Ahmedabad,200,3.5,1492,Brownie,Vegetarian,20-30 min,Best meal I've had in a while!
305,Downtown,Kolkata,400,5.0,182,Margherita Pizza,Vegetarian,50-60 min,Worst experience ever.
306,City Center,Kolkata,900,5.0,3783,French Fries,Gluten-Free,20-30 min,Not worth the price.
307,Tech Park,Pune,1000,5.0,1852,Tandoori Chicken,Gluten-Free,40-50 min,Not worth the price.
308,Business District,Hyderabad,100,4.7,3158,Chicken Wings,Non-Vegetarian,50-60 min,Amazing taste and quick delivery.
309,Downtown,Kolkata,900,4.2,1799,Mango Shake,Healthy,20-30 min,Wouldn't order again.
310,Business District,Ahmedabad,1000,5.0,4693,Chicken Wings,Fast Food,40-50 min,"Good, but nothing extraordinary."
311,Business District,Ahmedabad,400,3.5,9123,Idli Sambar,Gluten-Free,40-50 min,Average taste.
312,Tech Park,Ahmedabad,400,4.7,4145,French Fries,Healthy,50-60 min,Not as described.
313,Old Town,Chennai,200,3.5,9801,Ramen,Healthy,50-60 min,Superb packaging and presentation.
314,City Center,Pune,700,4.2,7595,Avocado Toast,Gluten-Free,50-60 min,Cold and stale food.
315,Old Town,Ahmedabad,300,4.5,1362,Tandoori Chicken,Vegetarian,30-40 min,It was okay.
316,Downtown,Mumbai,800,4.7,3010,Ice Cream Sundae,Vegan,50-60 min,Standard quality.
317,City Center,Kolkata,800,3.5,8895,Greek Salad,Vegan,40-50 min,Highly recommended!
318,Business District,Hyderabad,900,4.2,2500,Cheeseburger,Fast Food,20-30 min,Amazing taste and quick delivery.
319,Downtown,Mumbai,700,4.2,4050,Spring Rolls,Healthy,50-60 min,Late delivery ruined it.
320,Old Town,Ahmedabad,800,4.5,8639,Bubble Tea,Non-Vegetarian,30-40 min,Tasty and worth the price.
321,Residential Area,Ahmedabad,100,4.5,2488,Choco Lava Cake,Gluten-Free,30-40 min,Absolutely loved it!
322,Business District,Hyderabad,600,4.7,5785,Brownie,Fast Food,50-60 min,"Good, but nothing extraordinary."
323,Downtown,Kolkata,500,5.0,5494,Bubble Tea,Vegan,50-60 min,Perfectly cooked and well-seasoned.
324,Residential Area,Bangalore,400,4.5,5748,Cold Coffee,Vegan,30-40 min,Best meal I've had in a while!
325,Downtown,Bangalore,600,4.0,8459,Fish and Chips,Vegetarian,30-40 min,Average taste.
326,Downtown,Mumbai,300,3.0,9285,Avocado Toast,Fast Food,40-50 min,Tasty and worth the price.
327,Suburb,Hyderabad,400,4.2,4643,Chicken Biryani,Fast Food,30-40 min,Standard quality.
328,City Center,Delhi,200,4.5,8886,BBQ Ribs,Vegetarian,50-60 min,Best meal I've had in a while!
329,Business District,Chennai,900,3.0,3841,Pani Puri,Vegan,30-40 min,"Good, but nothing extraordinary."
330,City Center,Kolkata,1000,4.0,2126,French Fries,Gluten-Free,50-60 min,Perfectly cooked and well-seasoned.
331,Downtown,Pune,700,3.0,6818,Pepperoni Pizza,Non-Vegetarian,40-50 min,My new favorite dish!
332,City Center,Ahmedabad,400,3.5,5011,Smoothie Bowl,Vegetarian,50-60 min,Late delivery ruined it.
333,Tech Park,Bangalore,300,3.0,3854,Ramen,Healthy,40-50 min,A decent meal.
334,Tech Park,Ahmedabad,500,4.7,3446,Smoothie Bowl,Fast Food,30-40 min,"Good, but nothing extraordinary."
335,Business District,Ahmedabad,1000,4.5,5433,Margherita Pizza,Fast Food,30-40 min,Superb packaging and presentation.
336,City Center,Bangalore,100,4.2,7366,Pho,Non-Vegetarian,40-50 min,Tasty and worth the price.
337,Downtown,Bangalore,200,4.0,1104,Spring Rolls,Healthy,30-40 min,My new favorite dish!
338,Suburb,Chennai,400,3.0,7332,Falafel Wrap,Healthy,40-50 min,Mediocre experience.
339,Residential Area,Kolkata,900,3.5,6212,Pho,Vegetarian,30-40 min,Cold and stale food.
340,Downtown,Mumbai,800,5.0,3275,Choco Lava Cake,Healthy,40-50 min,Not worth the price.
341,Tech Park,Kolkata,100,3.5,6602,Gulab Jamun,Non-Vegetarian,30-40 min,Disappointed.
342,Residential Area,Bangalore,300,4.7,6104,Lassi,Vegetarian,50-60 min,Highly recommended!
343,Downtown,Ahmedabad,200,4.5,1028,Grilled Cheese,Gluten-Free,20-30 min,Standard quality.
344,Downtown,Pune,800,3.0,5602,Gulab Jamun,Healthy,20-30 min,Perfectly cooked and well-seasoned.
345,Tech Park,Kolkata,200,4.7,3449,Falafel Wrap,Gluten-Free,50-60 min,Disappointed.
346,Business District,Kolkata,700,4.0,9500,Bubble Tea,Gluten-Free,30-40 min,Tasty and worth the price.
347,Old Town,Ahmedabad,400,3.0,143,Butter Chicken,Vegan,30-40 min,Superb packaging and presentation.
348,Suburb,Pune,100,3.0,6891,Pasta Alfredo,Non-Vegetarian,20-30 min,Tasty and worth the price.
349,Business District,Kolkata,500,4.7,4715,Pav Bhaji,Fast Food,20-30 min,Perfectly cooked and well-seasoned.
350,Residential Area,Kolkata,700,4.0,8490,Mango Shake,Non-Vegetarian,40-50 min,Mediocre experience.
351,City Center,Bangalore,900,3.5,716,Paneer Butter Masala,Vegan,40-50 min,Too spicy and oily.
352,City Center,Hyderabad,100,4.7,8428,Tandoori Chicken,Fast Food,20-30 min,Amazing taste and quick delivery.
353,Tech Park,Hyderabad,900,4.5,722,Sushi,Vegetarian,50-60 min,It was okay.
354,City Center,Mumbai,800,4.5,9700,Tandoori Chicken,Vegetarian,30-40 min,Worst experience ever.
355,Old Town,Delhi,800,5.0,4581,Momos,Vegan,40-50 min,It was okay.
356,Old Town,Bangalore,800,4.0,6937,Poke Bowl,Fast Food,30-40 min,Nothing special but edible.
357,City Center,Hyderabad,1000,4.5,6110,Chicken Caesar Salad,Vegan,50-60 min,Highly recommended!
358,City Center,Chennai,600,4.5,4274,Samosa,Vegetarian,50-60 min,Tasty and worth the price.
359,Tech Park,Hyderabad,800,4.0,3130,Pasta Alfredo,Vegan,50-60 min,Neither great nor bad.
360,Business District,Hyderabad,900,3.5,768,Momos,Vegetarian,20-30 min,Highly recommended!
361,City Center,Hyderabad,900,3.0,253,Pancakes,Fast Food,50-60 min,Late delivery ruined it.
362,Tech Park,Delhi,800,4.5,1261,Samosa,Gluten-Free,30-40 min,Cold and stale food.
363,Old Town,Bangalore,800,3.5,4831,Smoothie Bowl,Gluten-Free,20-30 min,Mediocre experience.
364,Business District,Mumbai,900,4.2,290,Lassi,Healthy,40-50 min,My new favorite dish!
365,Old Town,Chennai,200,4.0,413,Waffles,Vegan,40-50 min,A decent meal.
366,City Center,Chennai,600,3.0,7696,Choco Lava Cake,Vegan,40-50 min,Superb packaging and presentation.
367,City Center,Kolkata,1000,4.7,7137,Chow Mein,Vegan,50-60 min,Best meal I've had in a while!
368,Residential Area,Mumbai,300,5.0,1533,Pav Bhaji,Healthy,50-60 min,Neither great nor bad.
369,Business District,Chennai,700,3.5,3515,Avocado Toast,Fast Food,40-50 min,Standard quality.
370,Business District,Pune,800,4.5,4337,Pepperoni Pizza,Non-Vegetarian,50-60 min,Cold and stale food.
371,Downtown,Bangalore,200,4.2,3573,Bagel,Fast Food,40-50 min,Cold and stale food.
372,Tech Park,Chennai,600,5.0,2553,Tandoori Chicken,Vegan,30-40 min,Best meal I've had in a while!
373,Business District,Delhi,900,3.5,3054,Burrito,Vegetarian,30-40 min,Nothing special but edible.
374,Suburb,Delhi,900,4.0,2905,French Fries,Gluten-Free,20-30 min,Amazing taste and quick delivery.
375,Tech Park,Hyderabad,200,4.0,1226,Margherita Pizza,Healthy,40-50 min,Nothing special but edible.
376,Suburb,Kolkata,500,4.2,1298,Idli Sambar,Vegan,50-60 min,Mediocre experience.
377,Business District,Kolkata,400,3.0,5698,Paneer Butter Masala,Healthy,40-50 min,Absolutely loved it!
378,Old Town,Bangalore,1000,5.0,5589,Fish and Chips,Fast Food,30-40 min,A decent meal.
379,Tech Park,Pune,100,4.0,5990,Greek Salad,Healthy,20-30 min,Delicious and fresh.
380,Old Town,Mumbai,800,4.2,5051,French Fries,Non-Vegetarian,50-60 min,Wouldn't order again.
381,City Center,Pune,400,3.0,3758,Spring Rolls,Vegan,40-50 min,Neither great nor bad.
382,Tech Park,Pune,900,4.2,5429,Dal Makhani,Vegan,30-40 min,Standard quality.
383,Suburb,Delhi,300,4.2,7897,Paneer Butter Masala,Non-Vegetarian,30-40 min,Superb packaging and presentation.
384,Business District,Mumbai,100,4.2,3431,Lassi,Vegetarian,20-30 min,Standard quality.
385,Business District,Ahmedabad,400,4.2,3975,Veg Biryani,Vegetarian,30-40 min,It was okay.
386,Business District,Kolkata,200,3.0,6976,Chow Mein,Vegetarian,20-30 min,Mediocre experience.
387,Old Town,Chennai,400,4.2,1452,Pepperoni Pizza,Non-Vegetarian,50-60 min,Neither great nor bad.
388,Suburb,Hyderabad,200,4.2,7659,Tacos,Vegetarian,50-60 min,Highly recommended!
389,Downtown,Hyderabad,600,5.0,4145,Shawarma,Vegetarian,40-50 min,Tasty and worth the price.
390,City Center,Chennai,300,4.2,3706,Fruit Bowl,Gluten-Free,40-50 min,Delicious and fresh.
391,Suburb,Chennai,100,4.7,227,Poke Bowl,Healthy,20-30 min,Mediocre experience.
392,Downtown,Delhi,500,4.0,9489,Brownie,Vegan,40-50 min,Terrible taste!
393,Suburb,Hyderabad,900,3.5,2991,Steak,Vegetarian,40-50 min,Delicious and fresh.
394,Downtown,Delhi,100,5.0,372,Pav Bhaji,Healthy,30-40 min,Delicious and fresh.
395,Tech Park,Kolkata,500,3.0,2329,Lassi,Non-Vegetarian,30-40 min,Absolutely loved it!
396,City Center,Mumbai,300,4.2,4262,Mango Shake,Vegan,30-40 min,Amazing taste and quick delivery.
397,Old Town,Chennai,600,4.7,6646,Ice Cream Sundae,Vegan,50-60 min,Absolutely loved it!
398,City Center,Delhi,300,3.5,597,Greek Salad,Healthy,20-30 min,Best meal I've had in a while!
399,City Center,Kolkata,400,5.0,2427,Margherita Pizza,Fast Food,50-60 min,Not as described.
400,Residential Area,Chennai,700,4.2,7337,Chicken Wings,Fast Food,20-30 min,My new favorite dish!
401,Suburb,Delhi,600,4.2,6832,Sushi,Non-Vegetarian,20-30 min,Late delivery ruined it.
402,Downtown,Delhi,1000,4.2,9427,Shawarma,Vegan,20-30 min,Late delivery ruined it.
403,Business District,Kolkata,200,3.0,1938,Avocado Toast,Healthy,20-30 min,Perfectly cooked and well-seasoned.
404,Tech Park,Pune,100,4.0,5196,Greek Salad,Healthy,20-30 min,A decent meal.
405,Suburb,Bangalore,700,3.0,9989,Avocado Toast,Vegetarian,30-40 min,Tasty and worth the price.
406,Old Town,Chennai,700,5.0,6099,Pho,Vegan,30-40 min,Average taste.
407,City Center,Ahmedabad,1000,4.5,2720,Falafel Wrap,Fast Food,50-60 min,Wouldn't order again.
408,Downtown,Bangalore,100,5.0,7139,Pasta Alfredo,Healthy,20-30 min,Not as described.
409,Suburb,Delhi,100,5.0,1576,Chicken Biryani,Healthy,40-50 min,Absolutely loved it!
410,Residential Area,Bangalore,700,3.5,1002,Butter Chicken,Vegetarian,20-30 min,Cold and stale food.
411,Residential Area,Pune,200,3.0,6813,Pasta Alfredo,Vegetarian,30-40 min,Absolutely loved it!
412,City Center,Delhi,900,4.7,6171,Butter Chicken,Vegetarian,50-60 min,Not worth the price.
413,Residential Area,Chennai,700,4.2,3009,Pani Puri,Non-Vegetarian,20-30 min,Wouldn't order again.
414,Old Town,Kolkata,700,4.0,9885,Brownie,Fast Food,30-40 min,Average taste.
415,Downtown,Hyderabad,100,3.0,549,Lassi,Gluten-Free,30-40 min,Average taste.
416,Old Town,Kolkata,200,4.2,8906,Chicken Wings,Fast Food,40-50 min,Highly recommended!
417,Downtown,Bangalore,1000,4.5,6210,Poke Bowl,Vegetarian,20-30 min,Delicious and fresh.
418,Tech Park,Ahmedabad,200,4.7,6247,Ramen,Healthy,20-30 min,Absolutely loved it!
419,City Center,Chennai,500,4.2,1644,Momos,Gluten-Free,50-60 min,Best meal I've had in a while!
420,Business District,Ahmedabad,800,3.0,4410,Burrito,Fast Food,50-60 min,Highly recommended!
421,Business District,Kolkata,600,3.5,569,Idli Sambar,Gluten-Free,40-50 min,Disappointed.
422,Old Town,Mumbai,100,4.5,5902,Tacos,Healthy,20-30 min,Neither great nor bad.
423,Residential Area,Hyderabad,1000,4.2,3134,Bubble Tea,Fast Food,20-30 min,Absolutely loved it!
424,Downtown,Chennai,200,4.2,297,Dal Makhani,Vegan,30-40 min,Nothing special but edible.
425,Suburb,Chennai,800,5.0,6281,Margherita Pizza,Vegan,50-60 min,Perfectly cooked and well-seasoned.
426,Business District,Ahmedabad,600,3.5,6564,Tacos,Vegetarian,50-60 min,Amazing taste and quick delivery.
427,Old Town,Bangalore,1000,4.5,9373,Bubble Tea,Non-Vegetarian,30-40 min,My new favorite dish!
428,Tech Park,Chennai,100,4.5,8697,Shawarma,Gluten-Free,30-40 min,Superb packaging and presentation.
429,Tech Park,Hyderabad,600,4.2,9050,Spring Rolls,Gluten-Free,40-50 min,Standard quality.
430,Old Town,Pune,200,3.0,8011,Pho,Vegetarian,50-60 min,Not as described.
431,City Center,Mumbai,800,4.7,5137,Fish and Chips,Vegan,30-40 min,Perfectly cooked and well-seasoned.
432,Residential Area,Ahmedabad,700,4.2,3247,Chow Mein,Non-Vegetarian,40-50 min,Superb packaging and presentation.
433,City Center,Pune,900,4.0,161,Smoothie Bowl,Vegan,50-60 min,Too spicy and oily.
434,Old Town,Pune,700,4.0,7282,Fish and Chips,Gluten-Free,20-30 min,"Good, but nothing extraordinary."
435,City Center,Chennai,100,3.5,6038,Falafel Wrap,Fast Food,50-60 min,Disappointed.
436,Tech Park,Bangalore,200,4.7,3950,Choco Lava Cake,Gluten-Free,50-60 min,Standard quality.
437,Tech Park,Kolkata,700,4.2,9987,Smoothie Bowl,Gluten-Free,40-50 min,Best meal I've had in a while!
438,Downtown,Kolkata,100,4.0,277,Margherita Pizza,Non-Vegetarian,30-40 min,Highly recommended!
439,Downtown,Hyderabad,200,3.0,7152,Tacos,Gluten-Free,40-50 min,Highly recommended!
440,Tech Park,Pune,200,4.7,6876,Gulab Jamun,Vegan,30-40 min,Perfectly cooked and well-seasoned.
441,Residential Area,Hyderabad,200,3.0,6167,Cheeseburger,Healthy,40-50 min,Too spicy and oily.
442,Residential Area,Ahmedabad,500,4.0,4698,Mango Shake,Vegetarian,20-30 min,My new favorite dish!
443,Suburb,Hyderabad,700,4.7,8161,Cheeseburger,Non-Vegetarian,20-30 min,Delicious and fresh.
444,City Center,Bangalore,900,5.0,3169,Pav Bhaji,Vegan,30-40 min,Neither great nor bad.
445,Old Town,Pune,100,4.0,3195,Chicken Caesar Salad,Healthy,20-30 min,Delicious and fresh.
446,Residential Area,Pune,700,3.0,6240,Ramen,Vegetarian,30-40 min,Best meal I've had in a while!
447,Residential Area,Ahmedabad,700,4.7,8253,Sushi,Non-Vegetarian,20-30 min,Terrible taste!
448,Old Town,Mumbai,100,4.0,6179,Burrito,Fast Food,50-60 min,Highly recommended!
449,Tech Park,Delhi,1000,5.0,951,Lassi,Non-Vegetarian,40-50 min,Absolutely loved it!
450,Suburb,Hyderabad,500,5.0,1764,Butter Chicken,Non-Vegetarian,20-30 min,Not as described.
451,City Center,Kolkata,200,4.0,870,Idli Sambar,Fast Food,40-50 min,Tasty and worth the price.
452,City Center,Delhi,200,3.5,3424,Idli Sambar,Non-Vegetarian,50-60 min,Standard quality.
453,City Center,Kolkata,900,5.0,4513,Choco Lava Cake,Non-Vegetarian,20-30 min,Would order again if needed.
454,Tech Park,Pune,300,3.0,621,Avocado Toast,Vegan,50-60 min,Too spicy and oily.
455,Downtown,Delhi,400,4.5,6138,Cheeseburger,Vegetarian,20-30 min,Cold and stale food.
456,Residential Area,Bangalore,700,4.2,1577,Grilled Cheese,Healthy,50-60 min,Perfectly cooked and well-seasoned.
457,Residential Area,Mumbai,600,4.0,2529,Gulab Jamun,Non-Vegetarian,50-60 min,Best meal I've had in a while!
458,Old Town,Chennai,200,4.5,9402,Cold Coffee,Gluten-Free,50-60 min,Not as described.
459,Residential Area,Kolkata,200,4.5,9499,Pepperoni Pizza,Vegetarian,50-60 min,Perfectly cooked and well-seasoned.
460,Suburb,Ahmedabad,100,4.2,5424,Bagel,Fast Food,40-50 min,Worst experience ever.
461,Tech Park,Ahmedabad,100,4.5,9581,Croissant,Gluten-Free,40-50 min,Delicious and fresh.
462,Business District,Hyderabad,800,3.5,7593,Chicken Caesar Salad,Healthy,20-30 min,Late delivery ruined it.
463,Business District,Mumbai,1000,4.7,164,Ice Cream Sundae,Vegetarian,20-30 min,My new favorite dish!
464,Business District,Hyderabad,300,4.7,3774,Dal Makhani,Vegetarian,20-30 min,Would order again if needed.
465,Downtown,Hyderabad,200,4.5,4252,Dal Makhani,Vegan,40-50 min,Delicious and fresh.
466,Suburb,Hyderabad,100,3.5,467,Pho,Fast Food,40-50 min,Best meal I've had in a while!
467,Business District,Kolkata,700,4.5,8883,Cheeseburger,Vegan,40-50 min,Mediocre experience.
468,Tech Park,Bangalore,600,5.0,5274,Choco Lava Cake,Healthy,40-50 min,Would order again if needed.
469,Suburb,Ahmedabad,900,4.2,5848,Croissant,Fast Food,40-50 min,Delicious and fresh.
470,Suburb,Pune,500,4.2,1252,Fruit Bowl,Gluten-Free,30-40 min,Disappointed.
471,City Center,Kolkata,300,4.2,7747,Smoothie Bowl,Vegan,40-50 min,Perfectly cooked and well-seasoned.
472,Old Town,Bangalore,200,3.5,7118,Falafel Wrap,Vegetarian,40-50 min,A decent meal.
473,Residential Area,Ahmedabad,700,4.5,7075,Greek Salad,Non-Vegetarian,20-30 min,Absolutely loved it!
474,City Center,Bangalore,700,5.0,819,Lassi,Vegetarian,20-30 min,Delicious and fresh.
475,Suburb,Mumbai,400,3.0,5074,BBQ Ribs,Vegan,20-30 min,Absolutely loved it!
476,Business District,Ahmedabad,600,4.5,9653,Falafel Wrap,Fast Food,30-40 min,Superb packaging and presentation.
477,Business District,Bangalore,800,3.5,2791,Dal Makhani,Vegan,40-50 min,My new favorite dish!
478,Residential Area,Delhi,400,4.0,3023,Tacos,Non-Vegetarian,40-50 min,Terrible taste!
479,Old Town,Ahmedabad,100,5.0,9411,Avocado Toast,Vegetarian,30-40 min,Too spicy and oily.
480,Old Town,Ahmedabad,900,4.5,2768,Dal Makhani,Gluten-Free,30-40 min,Absolutely loved it!
481,Downtown,Hyderabad,200,4.2,1718,Shawarma,Vegan,40-50 min,Delicious and fresh.
482,Residential Area,Mumbai,400,4.7,851,Croissant,Non-Vegetarian,20-30 min,It was okay.
483,Tech Park,Hyderabad,900,4.5,3472,Bubble Tea,Vegan,40-50 min,Tasty and worth the price.
484,Tech Park,Delhi,1000,5.0,7672,Pho,Vegetarian,30-40 min,Absolutely loved it!
485,Tech Park,Hyderabad,200,4.2,2688,Butter Chicken,Fast Food,40-50 min,Delicious and fresh.
486,City Center,Kolkata,500,4.0,8458,Falafel Wrap,Non-Vegetarian,20-30 min,My new favorite dish!
487,Residential Area,Kolkata,800,3.0,1506,Pani Puri,Fast Food,50-60 min,"Good, but nothing extraordinary."
